#,Nombre,Tipo,Localidad,Barrio,Dirección,Celular,Teléfono Fijo,Email,Sitio Web,Instagram,Calificación Google,Reseñas,Score Digital,Oportunidad,Servicio Recomendado,Estado,Contactado,Fecha Contacto,Notas
258,Salud El Remedio,Farmacia,Tunjuelito,Santa Lucía,"Dg 35 #144-54, Santa Lucía",3152663882,6013878456,salud.el.remedio37@gmail.com,No,No,4.3,17,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
259,Medicamentos Tu Salud,Farmacia,Kennedy,El Tintal,"Cr 37 #121-33, El Tintal",3038361906,,medicamentos.tu.salud.col@gmail.com,No,No,4.8,13,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
260,Droguería La Salud,Farmacia,Fontibón,El Dorado,"Cl 7 #54-20, El Dorado",3056303442,,drogueria.la.salud9@gmail.com,No,No,4.9,22,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
261,Medicamentos Del Norte,Farmacia,San Cristóbal,Altamira,"Av 146 #82-67, Altamira",3206177892,,medicamentos.del.norte.bogota@yahoo.com,No,No,4.8,24,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
262,Salud Rápida,Farmacia,La Candelaria,Egipto,"Tv 7 #102-70, Egipto",3046492915,,salud.rapida97@gmail.com,No,No,2.7,64,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
263,Droguería El Bienestar,Farmacia,Mártires,La Pepita,"Tv 145 #147-78, La Pepita",3138148750,,drogueria.el.bienestar6@yahoo.com,No,No,4.4,15,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
264,Medicamentos El Alivio,Farmacia,Fontibón,Ciudad Salitre,"Tv 90 #53-37, Ciudad Salitre",3126346325,,medicamentos.el.alivio2@gmail.com,No,No,4.5,10,75,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
265,Centro de Desarrollo Las Estrellas,Jardín infantil,Ciudad Bolívar,Perdomo Alto,"Cr 162 #64-18 Sur, Perdomo Alto",3011058247,,centro.de.desarrollo.las.col@hotmail.com,No,No,4.9,17,75,ALTA,Página Web + Redes Sociales,Pendiente,No,,
266,Jardín Infantil El Jardín,Jardín infantil,Suba,Niza,"Av 118 #88-26, Niza",3133662957,,jardin.infantil.el.jardi.col@gmail.com,No,No,4.9,11,75,ALTA,Página Web + Redes Sociales,Pendiente,No,,
267,Preescolar El Sol,Jardín infantil,Rafael Uribe,Quiroga,"Av 53 #117-22, Quiroga",3203685914,,preescolar.el.sol9@gmail.com,No,No,4.8,15,75,ALTA,Página Web + Redes Sociales,Pendiente,No,,
268,Centro de Desarrollo Los Sueños,Jardín infantil,Fontibón,Capellanía,"Av 102 #145-89, Capellanía",3231567540,,centro.de.desarrollo.los@yahoo.com,No,No,4.8,22,75,ALTA,Página Web + Redes Sociales,Pendiente,No,,
269,Centro de Formación Integral,Academia,Suba,Prado Veraniego,"Dg 69 #146-77, Prado Veraniego",3059423625,,centro.de.formacion.inte4@outlook.com,No,No,4.7,21,75,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
270,Academia Del Futuro,Academia,Chapinero,El Lago,"Tv 171 #83-60, El Lago",3146509747,6016548742,academia.del.futuro@hotmail.com,No,No,4.9,10,75,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
271,Lavado Crystal,Lavandería,Fontibón,Zona Franca,"Av 8 #4-52, Zona Franca",3234233788,,lavado.crystal5@hotmail.com,No,No,3.1,325,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
272,Servicio de Lavado El Detergente,Lavandería,Rafael Uribe,Marco Fidel,"Dg 157 #91-11 Sur, Marco Fidel",3203716740,6012387852,servicio.de.lavado.el.de23@hotmail.com,No,No,4.4,28,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
273,Servicio de Lavado El Blanqueador,Lavandería,San Cristóbal,La Gloria,"Dg 139 #70-68, La Gloria",3168834731,,servicio.de.lavado.el.bl14@yahoo.com,No,No,4.9,25,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
274,Naturalmente La Hierba,Tienda naturista,Ciudad Bolívar,Jerusalem,"Av 68 #116-49 Sur, Jerusalem",3027385411,,naturalmente.la.hierba86@yahoo.com,No,No,4.8,15,75,ALTA,E-Commerce + Redes Sociales,Pendiente,No,,
275,Beauty Room Sensación,Sala de belleza,Barrios Unidos,Doce de Octubre,"Cr 125 #21-38, Doce de Octubre",3039870213,,beauty.room.sensacion.bogota@gmail.com,No,No,4.8,13,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
276,Centro de Belleza Exclusiva,Sala de belleza,Barrios Unidos,Juan XXIII,"Tv 19 #94-8, Juan XXIII",3141302585,6017854211,centro.de.belleza.exclus.col@outlook.com,No,No,4.9,18,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
277,Centro de Belleza Stunning,Sala de belleza,Bosa,Olarte,"Dg 161 #2-51, Olarte",3058074125,,centro.de.belleza.stunni.bogota@outlook.com,No,No,4.8,21,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
278,Glam La Estrella,Sala de belleza,Fontibón,El Dorado,"Av 137 #112-84, El Dorado",3122339958,6015715151,glam.la.estrella7@yahoo.com,No,No,4.3,20,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
279,Glam Sensación,Sala de belleza,Usaquén,Los Cedros,"Tv 35 #3-56, Los Cedros",3122299873,,glam.sensacion.col@hotmail.com,No,No,4.9,14,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
280,Pizza House La Caprese,Pizzería,Teusaquillo,Teusaquillo,"Dg 87 #144-45, Teusaquillo",3008975043,,pizza.house.la.caprese@hotmail.com,No,No,4.4,10,75,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
281,Heladería La Fresa,Heladería,Tunjuelito,Tunjuelito,"Dg 101 #121-20, Tunjuelito",3213711426,,heladeria.la.fresa6@yahoo.com,No,No,4.1,18,75,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
282,Heladería La Copa,Heladería,Suba,La Floresta,"Tv 32 #106-84, La Floresta",3022188255,6016670438,heladeria.la.copa.col@hotmail.com,No,No,4.3,22,75,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
283,Tostado El Expreso,Cafetería,Puente Aranda,Alcázares,"Cr 70 #26-45, Alcázares",3053707672,,tostado.el.expreso.col@gmail.com,No,No,3.7,39,73,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
284,Corte Urban,Peluquería,Tunjuelito,Venecia,"Av 100 #60-20 Sur, Venecia",3174153734,,corte.urban.col@gmail.com,No,No,3.5,34,73,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
285,Corte Pro,Peluquería,Mártires,Mártires,"Dg 174 #94-77, Mártires",3184532761,6014358770,corte.pro.bogota@gmail.com,No,No,3.5,51,73,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
286,Nails La Perla,Estética,Santa Fe,Las Nieves,"Dg 20 #57-17, Las Nieves",3208679341,,nails.la.perla45@yahoo.com,No,No,3.8,34,73,ALTA,Página Web + Redes Sociales,Pendiente,No,,
287,Veterinaria Huellitas,Veterinaria,Tunjuelito,Abraham Lincoln,"Cl 22 #13-29 Sur, Abraham Lincoln",3132997953,6014823574,veterinaria.huellitas3@gmail.com,No,No,3.5,30,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
288,Veterinaria El Nido,Veterinaria,Engativá,Las Ferias,"Dg 23 #144-47, Las Ferias",3229671762,6012378231,veterinaria.el.nido48@gmail.com,No,No,3.8,36,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
289,Veterinaria La Salud,Veterinaria,Tunjuelito,El Tunal,"Tv 53 #146-38, El Tunal",3155200519,6012764390,veterinaria.la.salud2@hotmail.com,No,No,3.6,38,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
290,Animal Patitas,Veterinaria,Usaquén,Santa Bárbara,"Dg 34 #63-29, Santa Bárbara",3168521380,,animal.patitas7@hotmail.com,No,No,3.7,37,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
291,Constructor La Pintura,Ferretería,Usme,Usme Centro,"Cr 145 #82-24, Usme Centro",3105655640,6016412426,constructor.la.pintura9@yahoo.com,No,No,3.8,35,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
292,Moda El Guardarropa,Tienda de ropa,Teusaquillo,Cundinamarca,"Cl 174 #106-16, Cundinamarca",3032885181,,moda.el.guardarropa7@hotmail.com,No,No,3.7,48,73,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
293,Ropa Fashion,Tienda de ropa,Kennedy,Castilla,"Cr 42 #46-70, Castilla",3172326879,,ropa.fashion@gmail.com,No,No,3.5,37,73,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
294,Farmacia Central,Farmacia,Bosa,Olarte,"Tv 38 #17-55, Olarte",3146729540,,farmacia.central@hotmail.com,No,No,3.5,36,73,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
295,Servicio de Lavado Rapid Clean,Lavandería,Usme,Parque Entrenubes,"Cr 135 #141-82 Sur, Parque Entrenubes",3051014427,,servicio.de.lavado.rapid@hotmail.com,No,No,3.6,35,73,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
296,Pizzería Artesanal,Pizzería,Barrios Unidos,Doce de Octubre,"Tv 8 #100-69, Doce de Octubre",3032957182,,pizzeria.artesanal@outlook.com,No,No,3.5,32,73,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
297,Donde El Arepazo,Restaurante,Rafael Uribe,Diana Turbay,"Cl 71 #52-28, Diana Turbay",3034678336,6016108699,donde.el.arepazo2@hotmail.com,No,Si,3.8,4,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
298,Cocina La Fogata,Restaurante,Engativá,Las Ferias,"Av 18 #77-36, Las Ferias",3023709144,6013347013,cocina.la.fogata50@gmail.com,No,Si,3.7,2,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
299,Tostado El Grano,Cafetería,Antonio Nariño,Restrepo,"Cr 139 #70-71, Restrepo",3162420494,,tostado.el.grano.bogota@yahoo.com,No,Si,3.5,6,70,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
300,Tostado El Merengue,Cafetería,Chapinero,Chicó Norte,"Tv 159 #92-82, Chicó Norte",3194549582,,tostado.el.merengue.col@hotmail.com,No,Si,3.7,3,70,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
301,Peluquería Precision,Peluquería,Teusaquillo,Armenia,"Dg 106 #60-88, Armenia",3156519961,6012965162,peluqueria.precision.bogota@yahoo.com,No,Si,3.1,19,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
302,Barbería King,Peluquería,Antonio Nariño,Restrepo,"Dg 33 #82-39, Restrepo",3008871867,6016529820,barberia.king@gmail.com,No,Si,3.7,5,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
303,Spa Star,Estética,Kennedy,Villa Alsacia,"Cl 38 #139-72, Villa Alsacia",3042741954,6017046180,spa.star73@outlook.com,No,Si,3.8,3,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
304,Salón Bella Vista,Estética,Kennedy,Carvajal,"Dg 151 #46-87 Sur, Carvajal",3231408232,6015150830,salon.bella.vista.bogota@yahoo.com,No,Si,3.7,2,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
305,Odonto Perfectas,Clínica dental,Antonio Nariño,Ciudad Jardín,"Cr 66 #122-5, Ciudad Jardín",3019727142,,odonto.perfectas.bogota@gmail.com,No,Si,3.6,1,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
306,Odontología Avanzada,Clínica dental,San Cristóbal,Sosiego,"Cr 97 #37-75 Sur, Sosiego",3026407593,6015819591,odontologia.avanzada@hotmail.com,No,Si,2.8,16,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
307,Odonto Del Norte,Clínica dental,San Cristóbal,La Gloria,"Tv 116 #111-85, La Gloria",3199310191,,odonto.del.norte.col@gmail.com,No,Si,3.9,1,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
308,Odonto Dental Plus,Clínica dental,Teusaquillo,Teusaquillo,"Dg 104 #41-62, Teusaquillo",3171340019,,odonto.dental.plus.col@gmail.com,No,Si,3.6,5,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
309,Clínica Dental Del Norte,Clínica dental,Puente Aranda,Pensilvania,"Av 179 #110-27, Pensilvania",3016476478,6017601823,clinica.dental.del.norte6@hotmail.com,No,Si,3.6,3,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
310,Fitness El Titán,Gimnasio,Tunjuelito,Abraham Lincoln,"Tv 25 #122-82 Sur, Abraham Lincoln",3165090242,6013077465,fitness.el.titan.col@hotmail.com,No,Si,3.7,5,70,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
311,CrossFit Max,Gimnasio,Usme,Parque Entrenubes,"Cr 35 #14-33 Sur, Parque Entrenubes",3181771546,,crossfit.max7@yahoo.com,No,Si,3.8,1,70,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
312,Funcional El Titán,Gimnasio,Chapinero,Quinta Camacho,"Av 22 #121-96, Quinta Camacho",3221770973,,funcional.el.titan9@outlook.com,No,Si,3.8,2,70,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
313,Animal Huellitas,Veterinaria,Chapinero,Chicó Norte,"Cl 2 #127-74, Chicó Norte",3016583823,,animal.huellitas7@gmail.com,No,Si,3.5,4,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
314,Ferretería Construya Ya,Ferretería,Rafael Uribe,La Picota,"Av 30 #77-60 Sur, La Picota",3102449480,,ferreteria.construya.ya.bogota@gmail.com,No,Si,3.8,7,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
315,Ferrelectricos La Escuadra,Ferretería,Tunjuelito,Samore,"Cr 55 #9-13 Sur, Samore",3139205750,,ferrelectricos.la.escuad.col@outlook.com,No,Si,3.8,7,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
316,Materiales La Escuadra,Ferretería,La Candelaria,Egipto,"Tv 148 #12-26, Egipto",3238679728,,materiales.la.escuadra.col@gmail.com,No,Si,3.6,5,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
317,Materiales La Pintura,Ferretería,Tunjuelito,San Benito,"Cl 166 #17-76, San Benito",3219771796,,materiales.la.pintura30@hotmail.com,No,Si,3.7,9,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
318,Moda Couture,Tienda de ropa,Santa Fe,La Alameda,"Av 161 #24-72, La Alameda",3049060589,,moda.couture.col@gmail.com,No,Si,3.2,22,70,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
319,Tienda Chica,Tienda de ropa,La Candelaria,Las Aguas,"Av 26 #76-5, Las Aguas",3243937030,,tienda.chica.col@gmail.com,No,Si,3.7,6,70,ALTA,E-Commerce + Pautas Digitales,Pendiente,No,,
320,Residencias La Sabana,Hotel,Usaquén,La Uribe,"Tv 147 #59-20, La Uribe",3154143826,,residencias.la.sabana.bogota@yahoo.com,No,Si,3.6,2,70,ALTA,E-Commerce + WhatsApp Bot,Pendiente,No,,
321,Miscelánea La Pluma,Papelería,Rafael Uribe,Quiroga,"Cr 155 #135-20 Sur, Quiroga",3001025286,6012175778,miscelanea.la.pluma@yahoo.com,No,Si,3.8,2,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
322,Miscelánea El Bolígrafo,Papelería,Chapinero,Chicó Norte,"Cr 136 #121-2, Chicó Norte",3196154772,6013459918,miscelanea.el.boligrafo5@yahoo.com,No,Si,3.8,9,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
323,Taller El Especialista,Taller mecánico,Chapinero,Rosales,"Cr 150 #121-14, Rosales",3013431887,,taller.el.especialista7@yahoo.com,No,Si,3.6,7,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
324,Reparaciones El Técnico,Taller mecánico,Santa Fe,La Alameda,"Tv 18 #80-33, La Alameda",3154127089,,reparaciones.el.tecnico@gmail.com,No,Si,3.9,6,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
325,Farmacia La Vitamina,Farmacia,La Candelaria,Egipto,"Dg 166 #147-58, Egipto",3024227874,,farmacia.la.vitamina.col@gmail.com,No,Si,3.8,6,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
326,Medicamentos Popular,Farmacia,Puente Aranda,Alcázares,"Tv 83 #113-18, Alcázares",3026662975,6015387400,medicamentos.popular.bogota@outlook.com,No,Si,3.8,8,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
327,Farmacia Tu Salud,Farmacia,Los Mártires,La Favorita,"Dg 37 #7-22, La Favorita",3024023853,,farmacia.tu.salud.bogota@hotmail.com,No,Si,3.8,9,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
328,Droguería La Esperanza,Farmacia,San Cristóbal,Los Libertadores,"Dg 57 #145-39 Sur, Los Libertadores",3015450544,6013272980,drogueria.la.esperanza.col@outlook.com,No,Si,3.7,3,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
329,Medicamentos Económica,Farmacia,Bosa,Olarte,"Dg 170 #54-96, Olarte",3159002889,,medicamentos.economica@hotmail.com,No,Si,3.8,7,70,ALTA,Página Web + WhatsApp Bot,Pendiente,No,,
330,Jardín Infantil La Luna,Jardín infantil,Mártires,Ricaurte,"Av 44 #12-60, Ricaurte",3223082087,6014065705,jardin.infantil.la.luna.bogota@yahoo.com,No,Si,3.7,1,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
331,Colegio La Semilla,Jardín infantil,Rafael Uribe,Marco Fidel,"Tv 123 #33-37, Marco Fidel",3209880197,6016082440,colegio.la.semilla.bogota@gmail.com,No,Si,3.8,5,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
332,Colegio El Rincón Mágico,Jardín infantil,Santa Fe,Las Cruces,"Tv 54 #114-19, Las Cruces",3143652164,,colegio.el.rincon.magico61@gmail.com,No,Si,3.9,4,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
333,Preescolar La Hormiguita,Jardín infantil,Teusaquillo,Galerías,"Dg 133 #143-29, Galerías",3152073049,,preescolar.la.hormiguita4@gmail.com,No,Si,3.8,8,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
334,Nido El Girasol,Jardín infantil,Ciudad Bolívar,Ismael Perdomo,"Av 142 #69-2, Ismael Perdomo",3045354085,6014729346,nido.el.girasol.col@gmail.com,No,Si,3.6,1,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
335,Preescolar Los Patitos,Jardín infantil,Usme,Danubio,"Av 32 #138-59, Danubio",3011137003,,preescolar.los.patitos@gmail.com,No,Si,3.7,4,70,ALTA,Página Web + Redes Sociales,Pendiente,No,,
336,Centro de Formación Pro,Academia,Kennedy,Carvajal,"Tv 159 #141-70, Carvajal",3222844579,,centro.de.formacion.pro41@outlook.com,No,Si,3.2,23,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
337,Escuela El Éxito,Academia,Usme,Usme Centro,"Cr 6 #109-77 Sur, Usme Centro",3057091215,6012564739,escuela.el.exito.col@gmail.com,No,Si,3.7,8,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
338,Escuela De Idiomas,Academia,Rafael Uribe,Diana Turbay,"Cl 66 #118-94, Diana Turbay",3237069817,6016140001,escuela.de.idiomas8@gmail.com,No,Si,3.8,2,70,ALTA,Página Web + Lead Qualifier Bot,Pendiente,No,,
339,Lavanderías El Jabón,Lavandería,Los Mártires,Samper Mendoza,"Cl 25 #61-43, Samper Mendoza",3007313239,,lavanderias.el.jabon.bogota@gmail.com,No,Si,3.7,8,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
340,Centro de Belleza Luce Bien,Sala de belleza,Usme,Danubio,"Cl 34 #136-61 Sur, Danubio",3136147439,,centro.de.belleza.luce.b73@yahoo.com,No,Si,3.9,7,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
341,Centro de Belleza La Estrella,Sala de belleza,Fontibón,Capellanía,"Cr 98 #69-97, Capellanía",3136067052,,centro.de.belleza.la.est.bogota@gmail.com,No,Si,3.6,3,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
342,Beauty Room El Arte,Sala de belleza,Chapinero,Granada,"Tv 24 #105-87, Granada",3239617097,,beauty.room.el.arte.bogota@gmail.com,No,Si,3.5,8,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
343,Pizzería La Margherita,Pizzería,Mártires,Mártires,"Tv 171 #111-87, Mártires",3199091173,,pizzeria.la.margherita@gmail.com,No,Si,3.8,9,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
344,La Pizza de Di Notte,Pizzería,Fontibón,Capellanía,"Tv 22 #70-40, Capellanía",3029350862,,la.pizza.de.di.notte@gmail.com,No,Si,3.8,7,70,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
345,El Sabor de La Fogata,Restaurante,Barrios Unidos,Provivienda,"Cr 130 #26-5, Provivienda",3195807685,6017702433,el.sabor.de.la.fogata.bogota@outlook.com,No,No,4.8,35,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
346,Cocina Don Carlos,Restaurante,La Candelaria,La Candelaria,"Cl 74 #12-94, La Candelaria",3005084289,6013476276,cocina.don.carlos.col@gmail.com,No,No,5.0,39,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
347,Parrilla La Mesa Grande,Restaurante,Ciudad Bolívar,Lucero,"Dg 165 #23-71 Sur, Lucero",3056860532,6013084196,parrilla.la.mesa.grande.col@yahoo.com,No,No,4.9,30,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
348,Asadero El Llano,Restaurante,Antonio Nariño,Ciudad Jardín,"Tv 139 #85-32, Ciudad Jardín",3136724116,,asadero.el.llano.col@yahoo.com,No,No,4.2,36,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
349,Sazón El Jardín,Restaurante,Bosa,Olarte,"Cr 48 #51-88, Olarte",3139410930,,sazon.el.jardin@gmail.com,No,No,4.8,34,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
350,Restaurante La Mesa Grande,Restaurante,La Candelaria,Centro Histórico,"Av 64 #30-19, Centro Histórico",3006386426,,restaurante.la.mesa.gran5@gmail.com,No,No,4.2,35,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
351,Coffee El Grano,Cafetería,Mártires,Eduardo Santos,"Av 47 #40-70, Eduardo Santos",3227714581,6014449087,coffee.el.grano.bogota@hotmail.com,No,No,4.9,37,68,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
352,El Café de La Esquina,Cafetería,Chapinero,Galerías,"Cl 45 #122-71, Galerías",3058638357,6016533951,el.cafe.de.la.esquina@gmail.com,No,No,4.8,37,68,ALTA,Redes Sociales + Pautas Digitales,Pendiente,No,,
353,Peluquería La Moda,Peluquería,Kennedy,Villa Alsacia,"Cr 47 #35-11, Villa Alsacia",3114174705,,peluqueria.la.moda80@hotmail.com,No,No,4.2,51,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
354,Barber El Experto,Peluquería,Rafael Uribe,Olaya,"Av 38 #20-67, Olaya",3024642062,6013920387,barber.el.experto26@gmail.com,No,No,4.9,58,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
355,Peluquería King,Peluquería,San Cristóbal,Veinte de Julio,"Cr 124 #125-51 Sur, Veinte de Julio",3237226733,6014930985,peluqueria.king.bogota@yahoo.com,No,No,4.9,35,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
356,Barbería Bros,Peluquería,La Candelaria,La Candelaria,"Dg 128 #53-85, La Candelaria",3184964809,6014197206,barberia.bros7@yahoo.com,No,No,4.3,52,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
357,Peluquería Estilo Único,Peluquería,Engativá,Santa Helenita,"Dg 130 #6-56, Santa Helenita",3037624482,,peluqueria.estilo.unico.col@gmail.com,No,No,4.1,47,68,ALTA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
358,Centro de Estética Divina,Estética,Tunjuelito,San Benito,"Tv 140 #1-79, San Benito",3119647576,,centro.de.estetica.divin.bogota@yahoo.com,No,No,4.1,48,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
359,Spa Chic,Estética,Los Mártires,Santa Isabel,"Tv 148 #95-58, Santa Isabel",3178502325,6014935648,spa.chic3@outlook.com,No,No,4.0,56,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
360,Centro de Estética Lorena,Estética,Barrios Unidos,Provivienda,"Cl 66 #84-33, Provivienda",3046416682,6015512654,centro.de.estetica.loren@hotmail.com,No,No,4.5,39,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
361,Nails Renata,Estética,La Candelaria,La Candelaria,"Dg 72 #91-7, La Candelaria",3181439804,6013923463,nails.renata@hotmail.com,No,No,5.0,35,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
362,Estética Top Model,Estética,Santa Fe,Las Cruces,"Tv 51 #120-29, Las Cruces",3192199031,6014524644,estetica.top.model@yahoo.com,No,No,4.6,54,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
363,Centro de Estética Renew,Estética,Chapinero,Galerías,"Av 126 #79-13, Galerías",3247389332,,centro.de.estetica.renew@outlook.com,No,No,5.0,34,68,ALTA,Página Web + Redes Sociales,Pendiente,No,,
364,Funcional Shape,Gimnasio,Rafael Uribe,Diana Turbay,"Cl 7 #89-6 Sur, Diana Turbay",3225335240,,funcional.shape.col@yahoo.com,No,No,4.4,31,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
365,Centro Fitness Activo,Gimnasio,Bosa,Occidental,"Cl 109 #75-89 Sur, Occidental",3148296936,,centro.fitness.activo.col@hotmail.com,No,No,4.4,37,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
366,Centro Fitness Gold,Gimnasio,La Candelaria,Egipto,"Av 73 #97-68, Egipto",3237418650,,centro.fitness.gold35@gmail.com,No,No,4.9,37,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
367,Body Ultra,Gimnasio,Chapinero,Chapinero Alto,"Cl 171 #26-26, Chapinero Alto",3014757759,,body.ultra15@gmail.com,No,No,4.1,47,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
368,Gym Alpha,Gimnasio,Chapinero,Rosales,"Tv 31 #8-22, Rosales",3237297229,,gym.alpha.col@yahoo.com,No,No,4.4,31,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
369,CrossFit Total,Gimnasio,Ciudad Bolívar,Jerusalem,"Cl 130 #74-66 Sur, Jerusalem",3185491038,,crossfit.total27@hotmail.com,No,No,4.2,33,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
370,Body Fuerza y Vida,Gimnasio,San Cristóbal,San Cristóbal,"Av 145 #28-47, San Cristóbal",3232114426,6017739107,body.fuerza.y.vida.bogota@gmail.com,No,No,4.0,33,68,ALTA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
